location,operator,route,type,all_aboard,passengers_aboard,crew_aboard,total_fatalities,passenger_fatalities,crew_fatalities,ground,year,month,day,country,decade,scale
"Carmel, New Jersey",Nationwide Air Transport,Miami - Raleigh - Washington,Douglas DC-3,23.0,20.0,3.0,3.0,2.0,1.0,0.0,1947,Enero,Domingo,EEUU,1940,Con escala
"Near Lympne, England",British Overseas Airways,London - Bordeaux  - Lagos,Douglas C-47A-1-DK,16.0,11.0,5.0,8.0,4.0,4.0,0.0,1947,Enero,Sábado,ENGLAND,1940,Con escala
"Off Laoag, China",Far Eastern Air Transport,Shanghai - Manila,Douglas DC-4 (C-54A-DO),42.0,37.0,5.0,7.0,7.0,0.0,0.0,1947,Enero,Sábado,CHINA,1940,Sin escala
"Near Galax, Virginia",Eastern Air Lines,"Akron, OH - Winston/Salem, NC",Douglas DC-3,19.0,16.0,3.0,18.0,15.0,3.0,0.0,1947,Enero,Domingo,EEUU,1940,Sin escala
"Near Puebla, Mexico",Military - Mexican Air Force,Puebla - Oaxaca,Lockheed C-60 Lodestar,21.0,17.0,4.0,21.0,17.0,4.0,0.0,1947,Enero,Martes,MEXICO,1940,Sin escala
"Puesto Araujo, Colombia",AVIANCA,Bogota - Barrancabermeja,Douglas DC-3 ( C-47-DO),17.0,13.0,4.0,17.0,13.0,4.0,0.0,1947,Enero,Miércoles,COLOMBIA,1940,Sin escala
"Croydon, Surrey, England",Spencer Airways / Ceskoslovenske Aerolinie,Croydon - Rome - Salisbury,Douglas C-47 / Douglas DC-3,23.0,18.0,5.0,12.0,11.0,1.0,0.0,1947,Enero,Sábado,ENGLAND,1940,Con escala
"Chongqing, China",China National Aviation Corporation,Canton - Chungking - Hong Kong,Douglas DC-3,19.0,16.0,3.0,19.0,16.0,3.0,0.0,1947,Enero,Sábado,CHINA,1940,Con escala
Hong Kong,Philippine Air Lines,,Douglas C-47A,4.0,0.0,4.0,4.0,0.0,4.0,0.0,1947,Enero,Sábado,HONG KONG,1940,Sin dato
"Copenhagen, Denmark",KLM Royal Dutch Airlines,Kobenhavn - Stockholm,Douglas C- C47A-30DK,22.0,18.0,4.0,22.0,18.0,4.0,0.0,1947,Enero,Domingo,DENMARK,1940,Sin escala
"Near Hankow, China",China National Aviation Corporation,Shanghai - Hankow - Chungking,Curtiss C-46,26.0,24.0,2.0,25.0,23.0,2.0,0.0,1947,Enero,Martes,CHINA,1940,Con escala
"Near Lisbon, Portugal",Air France,Paris - Bordeaux - Lisbon,Douglas DC-3C,20.0,15.0,5.0,19.0,14.0,5.0,0.0,1947,Febrero,Sábado,PORTUGAL,1940,Con escala
"Harrington, Delaware",International Air Freight,"New York, NY - Raleigh, NC",Douglas DC-3,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1947,Febrero,Miércoles,EEUU,1940,Sin escala
"Pedro Bernardo, Spain",Aerovias Cuba International,Havana - Lisbon - Madrid,Douglas C-54B-15-DO,11.0,8.0,3.0,11.0,8.0,2.0,0.0,1947,Febrero,Jueves,SPAIN,1940,Con escala
"Denver, Colorado",Slick Airways,"Omaha, NE - Denver, CO",Curtiss C-46E,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1947,Febrero,Viernes,EEUU,1940,Sin escala
"Near Bogota, Colombia",AVIANCA,Barranquilla - Bogota,Douglas DC-4,53.0,49.0,4.0,53.0,49.0,4.0,0.0,1947,Febrero,Sábado,COLOMBIA,1940,Sin escala
"Off Terracina, Italy",Military - Corrieri Aerei Militari,Rome - Cairo,Savoia-Marchetti SM-95,16.0,10.0,6.0,16.0,10.0,6.0,0.0,1947,Febrero,Sábado,ITALY,1940,Sin escala
"Chungking, China",Military - Chinese Air Force,Sichang - Chungking,Douglas C-47,21.0,17.0,4.0,21.0,17.0,,0.0,1947,Febrero,Viernes,CHINA,1940,Sin escala
"China Sea, Pacific Ocean",Military - Royal Air Force,Singapore - Siagon,Douglas C-47B,12.0,9.0,3.0,12.0,9.0,3.0,0.0,1947,Febrero,Miércoles,PACIFIC OCEAN,1940,Sin escala
"Near Georgia, USSR",Aeroflot,Tbilisi - Moscow - Vnoukovo,Doublas C-47,23.0,19.0,4.0,23.0,19.0,4.0,0.0,1947,Marzo,Miércoles,USSR,1940,Con escala
"L'isola di Ischia, Italy",Military - Royal Air Force,Hassani - Rome - Northolt,Douglas C-47B,13.0,10.0,3.0,13.0,10.0,3.0,0.0,1947,Marzo,Sábado,ITALY,1940,Con escala
"Cordillera, Colombia",VIARCO,Villavicencio - Bogota,Douglas C-47-DL,9.0,5.0,4.0,9.0,5.0,4.0,0.0,1947,Marzo,Sábado,COLOMBIA,1940,Sin escala
"Mt. Moucherolles, France",Air France,Lyons - Nice - Paris,Douglas DC-3 (C-47A-90-DL),23.0,18.0,5.0,23.0,18.0,5.0,0.0,1947,Marzo,Viernes,FRANCE,1940,Con escala
"Near Medellin, Colombia",TACA,"Medellin, Colombia - San Jose, Costa Rica",Lockheed 18 Lodestar,8.0,5.0,3.0,8.0,5.0,3.0,0.0,1947,Marzo,Lunes,COLOMBIA,1940,Sin escala
"Negombo, Sri Lanka",Military - Royal Air Force,Negombo - Northolt,Avro York C1,15.0,9.0,6.0,11.0,7.0,4.0,0.0,1947,Marzo,Martes,SRI LANKA,1940,Sin escala
"Near Caracas, Venezuela",Linea Aeropostal Venezolana,Cumana - Caracas,Douglas C-47A,27.0,24.0,3.0,27.0,24.0,3.0,0.0,1947,Abril,Martes,VENEZUELA,1940,Sin escala
"Off Dakar, Senegal",British South American Airways,Lisbon - Dakar,Avro 685 York I,15.0,9.0,6.0,6.0,6.0,0.0,0.0,1947,Abril,Domingo,SENEGAL,1940,Sin escala
"Columbus, Georgia",Delta Air Lines,Macon - Columbus,Douglas DC-3 (C-47DL) /Vultee BT-13,10.0,8.0,2.0,10.0,8.0,2.0,0.0,1947,Abril,Martes,EEUU,1940,Sin escala
"Near Vancouver, British Columbia, Canada",Trans Canada Air Lines,Lethbridge - Vancouver,Lockheed 18 Loadstar,15.0,12.0,3.0,15.0,12.0,3.0,0.0,1947,Abril,Lunes,CANADA,1940,Sin escala
"Near Nicoya, Guanacaste, Costa Rica",TACA,Nicoya - San Jose,Lockheed 18 Loadstar,11.0,9.0,2.0,11.0,9.0,2.0,0.0,1947,Mayo,Domingo,COSTA RICA,1940,Sin escala
"Delaware Bay, New Jersey",Trans Continental and Western Air,Training,Lockheed L-049 Constellation,4.0,0.0,4.0,4.0,0.0,4.0,0.0,1947,Mayo,Domingo,EEUU,1940,Sin escala
"Near Khabarovsk, Russia",Aeroflot,Nikolayevsk-on-Amur - Khabarovsk,Douglas DC-47,22.0,17.0,5.0,22.0,17.0,5.0,0.0,1947,Mayo,Viernes,RUSSIA,1940,Con escala
"La Guardia Airport, Queens, New York",United Air Lines,New York City - Cleveland,Douglas C-54B,48.0,44.0,4.0,43.0,41.0,2.0,0.0,1947,Mayo,Jueves,EEUU,1940,Sin escala
"Atsugi, Japan",Military - U.S. Army Air Forces,Seoul - Tachikawa,Douglas C-54D-DC (DC-4),40.0,33.0,7.0,40.0,33.0,7.0,0.0,1947,Mayo,Jueves,JAPAN,1940,Sin escala
"Hjedinsfjordur, Iceland",Flugefelag,Reykjavík - Akureyri,Douglas DC-3,25.0,21.0,4.0,25.0,21.0,4.0,0.0,1947,Mayo,Jueves,ICELAND,1940,Sin escala
"Port Deposit, Maryland",Eastern Air Lines,Newark - Baltimore - Miami,Douglas C-54B-15-DO,53.0,49.0,4.0,53.0,49.0,4.0,0.0,1947,Mayo,Viernes,EEUU,1940,Con escala
"Near Gemenos, France",Air France,Marseille - Lyon,Junkers Ju-52,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1947,Junio,Miércoles,FRANCE,1940,Sin escala
"Near Natal, Brazil",Flota Aérea Mercante Argentina,Buenos Aires - Natal - London,Avro 691 Lancastrian,18.0,13.0,5.0,5.0,3.0,2.0,0.0,1947,Junio,Miércoles,BRAZIL,1940,Con escala
"Leesburg, Virginia",Pennsylvania Central Airlines,Pittsburgh - Washington D.C.,Douglas DC-4 (C-54-DO),50.0,47.0,3.0,50.0,47.0,3.0,0.0,1947,Junio,Viernes,EEUU,1940,Sin escala
"Al Mayadin, Syria",Pan American World Airways,Karachi - Istanbul,Lockheed 049-46-21 Constellation,36.0,27.0,9.0,14.0,7.0,7.0,0.0,1947,Junio,Jueves,SYRIA,1940,Sin escala
"Black Sea, Gulf of Karkinitsky",Aeroflot,,Li-2,29.0,25.0,4.0,8.0,6.0,2.0,0.0,1947,Junio,Sábado,GULF OF KARKINITSKY,1940,Sin dato
"Near Eaeka, French Cameroons",Air France,Bangu i- Yaoundé - Douala,Junkers JU-52/3m,13.0,10.0,3.0,13.0,10.0,3.0,0.0,1947,Julio,Martes,FRENCH CAMEROONS,1940,Con escala
"Melbourne, Florida",Burke Air Transport,Newark - Miami,Douglas DC-3,36.0,33.0,3.0,14.0,12.0,2.0,0.0,1947,Julio,Domingo,EEUU,1940,Sin escala
"Vichy ,France",Aero Cargo,Paris - Vichy,Junkers Ju-52/3m,19.0,,,1.0,,,0.0,1947,Julio,Martes,FRANCE,1940,Sin escala
"Az-Zubair, Iran",British Overseas Airways,Cairo - Basrah,Avro 685 York,6.0,0.0,6.0,6.0,0.0,6.0,0.0,1947,Julio,Miércoles,IRAN,1940,Sin escala
"Moron, Argentina",Flota Aérea Mercante Argentina,Test flight,Avro 685 York I,6.0,0.0,6.0,2.0,0.0,2.0,2.0,1947,Julio,Viernes,ARGENTINA,1940,Sin escala
"Near Yumen, China",Military - Chinese Air Force,Tihua - Lanzhou,Douglas C-47,26.0,22.0,4.0,26.0,22.0,4.0,0.0,1947,Julio,Jueves,CHINA,1940,Sin escala
"Andes, Argentina",British South American Airways,Buenos Aires - Santiago,Avro 691 Lancastrian 3,11.0,6.0,5.0,11.0,6.0,5.0,0.0,1947,Agosto,Sábado,ARGENTINA,1940,Sin escala
North Pacific Ocean,Military - U.S. Navy,Kodiak - Dutch Harbor,Consolidated PBY-5A Catalina,20.0,15.0,5.0,20.0,15.0,5.0,0.0,1947,Agosto,Miércoles,NORTH PACIFIC OCEAN,1940,Sin escala
"New York, New York",American Airlines,New York - Buffalo,Douglas DC-3C,5.0,3.0,2.0,3.0,1.0,2.0,0.0,1947,Agosto,Viernes,EEUU,1940,Sin escala
"Malmo, Sweden",AB Aerotransport,Amsterdam - Malmo,Douglas DC-3F,5.0,0.0,5.0,1.0,0.0,1.0,0.0,1947,Agosto,Sábado,SWEDEN,1940,Sin escala
"Bucharest, Romania",Transporturile Aeriene Romano-Sovietice,Constanta - Bucharest,Lisunov Li-2,8.0,5.0,3.0,3.0,3.0,0.0,0.0,1947,Agosto,Miércoles,ROMANIA,1940,Sin escala
"Hanksville, Utah",Slick Airways,,Curtiss C-46E,3.0,1.0,2.0,3.0,1.0,2.0,0.0,1947,Agosto,Jueves,EEUU,1940,Sin dato
"Bahrain, Persian Gulf",British Overseas Airways,Karachi - Bahrain,Short Sandringham 5 (flying boat),26.0,18.0,8.0,10.0,7.0,3.0,0.0,1947,Agosto,Sábado,PERSIAN GULF,1940,Sin escala
"Harsiad, Norway",Norwegian Airlines,Tromso - Oslo,Short Sandringham (flying boat),35.0,27.0,8.0,35.0,27.0,8.0,0.0,1947,Agosto,Jueves,NORWAY,1940,Sin escala
"Near El Paso, Texas",American Airlines,New York City - Dallas - Los Angeles,Douglas DC-4,54.0,49.0,5.0,0.0,0.0,0.0,0.0,1947,Octubre,Miércoles,EEUU,1940,Con escala
"Ocean, 800 miles east of Newfoundland",American International Airways,"Foynes, Ireland - Botwood, Newfoundland - New York",Boeing 314A,69.0,62.0,7.0,0.0,0.0,0.0,0.0,1947,Octubre,Martes,800 MILES EAST OF NEWFOUNDLAND,1940,Con escala
"Off Cartegena, Spain",Societe Aerienne du Littoral,Marseille - Oran,Bristol 170 Freighter I,43.0,39.0,4.0,41.0,38.0,4.0,0.0,1947,Octubre,Jueves,SPAIN,1940,Sin escala
"Sylva, North Carolina",Stratofreight,"Charlotte, NC - Gainsville, GA",Douglas DC-3,3.0,1.0,2.0,3.0,1.0,2.0,0.0,1947,Octubre,Jueves,EEUU,1940,Sin escala
"Bryce Canyon, Utah",United Air Lines,Los Angeles - New York City,Douglas DC-6,53.0,48.0,5.0,53.0,48.0,5.0,0.0,1947,Octubre,Viernes,EEUU,1940,Sin escala
"Near Mt. Hymettus, Greece",AB Aerotransport,Istanbul-Athens-Rome-Geneve-Copenhagen-Stockholm,Douglas DC-4-1009,44.0,36.0,8.0,44.0,36.0,8.0,0.0,1947,Octubre,Domingo,GREECE,1940,Con escala
"Annette Island, Alaska",Pan American World Airways,Seattle - Juneau,Douglas DC-4A,18.0,13.0,5.0,18.0,13.0,5.0,0.0,1947,Octubre,Domingo,EEUU,1940,Sin escala
"Near Srinagar, India",Military - Royal Indian Air Force,,Douglas C-47B,25.0,22.0,3.0,25.0,22.0,3.0,0.0,1947,Octubre,Viernes,INDIA,1940,Sin dato
"Off Barrio Rizal, Philippines",Philippine Air Express,,Douglas DC-3,5.0,3.0,2.0,5.0,3.0,2.0,0.0,1947,Noviembre,Domingo,PHILIPPINES,1940,Sin dato
"Gallup, New Mexico",American Airlines,San Francisco - Chicago - New York,Douglas DC-6,25.0,21.0,4.0,0.0,,,0.0,1947,Noviembre,Martes,NEW MEXICO,1940,Con escala
"Near Bouchox, France",Société Auxiliare de Navigation Aérienne,,Junkers Ju-52/3m,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1947,Noviembre,Jueves,FRANCE,1940,Sin dato
"Newcastle, Delaware",Trans Continental and Western Air,Training,Lockheed L-049-46-26 Constellation,5.0,0.0,5.0,5.0,0.0,5.0,0.0,1947,Noviembre,Martes,EEUU,1940,Sin escala
"Ravello, Italy",Trafik-Turist-Transportflyg,Catania - Rome,Bristol 170 Freighter XI,25.0,21.0,4.0,20.0,16.0,4.0,0.0,1947,Noviembre,Martes,ITALY,1940,Sin escala
"Phouznicie, Romania",TARS,Bucurest - Prague,Lisunov Li-2,26.0,21.0,5.0,13.0,8.0,5.0,0.0,1947,Noviembre,Viernes,ROMANIA,1940,Sin escala
,China National Aviation Corporation,,Douglas DC-3,3.0,0.0,3.0,2.0,0.0,2.0,0.0,1947,Noviembre,Jueves,?,1940,Sin dato
"Yakutat, Alaska",Columbia Air Cargo,Fairbanks - Yakutat,Douglas DC-3C,13.0,11.0,2.0,13.0,11.0,2.0,0.0,1947,Noviembre,Jueves,EEUU,1940,Sin escala
"Montenegrin Mountains, Yugoslavia",JAT Yugoslav Airlines,Zagreb - Titograd,Lisunov LI-2,22.0,19.0,3.0,22.0,19.0,3.0,0.0,1947,Noviembre,Jueves,YUGOSLAVIA,1940,Sin escala
"Near Trappa, Italy",Military - U.S. Air Force,,Douglas C-47B,20.0,15.0,5.0,20.0,15.0,5.0,0.0,1947,Noviembre,Viernes,ITALY,1940,Sin dato
"Seattle, Washington",Alaska Airlines,Anchorage - Seattle,Douglas C-54A,28.0,25.0,3.0,8.0,7.0,1.0,1.0,1947,Noviembre,Domingo,EEUU,1940,Sin escala
"Near Goose Bay, Labrador",Military - U.S. Air Force,"Goose Bay - Westover Field, MS",Douglas C-54D-DC (DC-4),29.0,25.0,4.0,23.0,22.0,1.0,0.0,1947,Diciembre,Miércoles,LABRADOR,1940,Sin escala
"Near Memphis, Tennessee",Military - U.S. Air Force,El Paso - Memphis,Douglas C-47-DK,20.0,16.0,4.0,20.0,16.0,4.0,0.0,1947,Diciembre,Jueves,EEUU,1940,Sin escala
"Krasnoyarsk, Russia",Aeroflot,Krasnoyarsk - Omsk,Ilyushin IL-12,25.0,20.0,5.0,9.0,3.0,4.0,0.0,1947,Diciembre,Jueves,RUSSIA,1940,Sin escala
"Kunming, China",Air Transport,,Short  S-29 Stirling V,30.0,,,25.0,,,0.0,1947,Diciembre,Martes,CHINA,1940,Sin dato
"Korangi Creek, India",Air India,Karachi - Bombay,Douglas DC-3 (C-47),23.0,19.0,4.0,23.0,19.0,4.0,0.0,1947,Diciembre,Sábado,INDIA,1940,Sin escala
"Leon, Mexico",Servicio Aéreo Panini,Dorango - Leon - Mexico City,Douglas DC-2-172,10.0,7.0,3.0,5.0,3.0,2.0,3.0,1947,Diciembre,Domingo,MEXICO,1940,Con escala
"Paris, France",Air France,Brussels - Paris,Douglas DC-3D,16.0,11.0,5.0,16.0,11.0,5.0,0.0,1948,Enero,Martes,FRANCE,1940,Sin escala
"Ruislip, England",British European Airways,Renfrew - Northolt,Vickers 610 Viking 1B,18.0,14.0,4.0,1.0,0.0,1.0,0.0,1948,Enero,Martes,ENGLAND,1940,Sin escala
"Near Savannah, Georgia",Coastal Air Lines,Charlston - Savannah,Douglas DC-3,27.0,25.0,2.0,18.0,17.0,1.0,0.0,1948,Enero,Miércoles,EEUU,1940,Sin escala
"Near Palestro, Algeria",Transport Comp. Algerienne de T.A.,Algiers - Biskra,Douglas DC-3,9.0,7.0,2.0,9.0,7.0,2.0,0.0,1948,Enero,Jueves,ALGERIA,1940,Sin escala
"Ciudad Havajillo, Dominican Republic",Dominicana,Santa Cruz de Barahona - Santiago de los Caballeros,Douglas DC-3,32.0,29.0,3.0,32.0,29.0,3.0,0.0,1948,Enero,Domingo,DOMINICAN REPUBLIC,1940,Sin escala
"Oxon Hill, Maryland",Eastern Air Lines,Atlanta - Washington D.C.,Douglas DC-3-201F,9.0,6.0,3.0,5.0,3.0,2.0,0.0,1948,Enero,Martes,EEUU,1940,Sin escala
"Near Mukden, China",China National Aviation Corporation,,Curtiss C-46,54.0,51.0,3.0,11.0,11.0,0.0,0.0,1948,Enero,Martes,CHINA,1940,Sin dato
"Diablo Mts., California",Airline Transport Carriers,Burbank - Oakland,Douglas DC-3 (C-47B-DK),32.0,29.0,3.0,32.0,29.0,3.0,0.0,1948,Enero,Miércoles,EEUU,1940,Sin escala
"Atlantic Ocean, NE of Bermuda",British South American Airways,London - Havana,Avro 688 Tudor I,31.0,25.0,6.0,31.0,25.0,6.0,0.0,1948,Enero,Viernes,NE OF BERMUDA,1940,Sin escala
"Off Jacksonville, Florida",Eastern Air Lines,Boston- NY-West Palm Beach- Miami,Lockheed L-649 Constellation,69.0,63.0,6.0,1.0,0.0,1.0,0.0,1948,Febrero,Sábado,EEUU,1940,Con escala
"Near Padalarang, Indonesia",KLM Royal Dutch Airlines,Bandung - Jakarta - Banjoemans - Semarang,Douglas DC-3,19.0,15.0,4.0,19.0,15.0,4.0,0.0,1948,Febrero,Martes,INDONESIA,1940,Con escala
"Ubrichstein, Germany",Det Danske Luftfartselskab,Giessen - Bad Homberg,Douglas DC-3,21.0,17.0,4.0,12.0,8.0,4.0,0.0,1948,Febrero,Jueves,GERMANY,1940,Sin escala
"Collesalvetti,  Italy",Società Aerea Teseo,Florence - Pisa - Rome,Douglas C-47-DL,10.0,7.0,3.0,7.0,4.0,3.0,0.0,1948,Febrero,Viernes,ITALY,1940,Con escala
"Off St. Marcouf, France",Latecoere Airlines,,Latecoere 631 (flying boat),14.0,7.0,7.0,14.0,7.0,7.0,0.0,1948,Febrero,Sábado,FRANCE,1940,Sin dato
"Davao, Philippines",Commercial Airways,,Douglas DC-3,12.0,9.0,3.0,12.0,9.0,3.0,0.0,1948,Febrero,Lunes,PHILIPPINES,1940,Sin dato
"Columbus, Ohio",Bruning Aviation,"Pittsburgh, PA - Columbus, OH",Douglas C-47A,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1948,Febrero,Miércoles,EEUU,1940,Sin escala
"Near Belem, Brazil",Military - Brazilian Air Force,Rio de Janeiro - Bele - Cayenne,Douglas C-47,26.0,20.0,6.0,23.0,17.0,6.0,0.0,1948,Febrero,Viernes,BRAZIL,1940,Con escala
"Off Perpignan, France",Société de Transports Aériens,Oran - Perpignan - Lyon,Junkers Ju-52/3m,4.0,0.0,4.0,4.0,0.0,4.0,0.0,1948,Marzo,Martes,FRANCE,1940,Con escala
"Heathrow Airport, London, England",Sabena,Brussels - London,Douglas DC-3,22.0,19.0,3.0,20.0,17.0,3.0,0.0,1948,Marzo,Martes,ENGLAND,1940,Sin escala
"Near Skalafell, Iceland",Loftleidir Icelandic Airlines,Vestmannaeyjar - Reykjavik,Avro Anson,4.0,2.0,2.0,4.0,2.0,2.0,0.0,1948,Marzo,Domingo,ICELAND,1940,Sin escala
"Chicago, Illinois",Delta Air Lines,Chicago - Miami,Douglas DC-4,13.0,9.0,4.0,12.0,8.0,4.0,0.0,1948,Marzo,Miércoles,EEUU,1940,Sin escala
"Mt. Sanford, Alaska",Northwest Orient Airlines,Anchorage - New York City,Douglas DC-4 (C-54G-1-DO),30.0,24.0,6.0,30.0,24.0,6.0,0.0,1948,Marzo,Viernes,EEUU,1940,Sin escala
"Sierra Cristais, Brazil",Cruzeiro,,Douglas DC-3,6.0,3.0,3.0,6.0,3.0,3.0,0.0,1948,Marzo,Sábado,BRAZIL,1940,Sin dato
"Villa Pinzon, Colombia",Agencia Interamericana de Aviada,El Secreto - Bogota,Douglas DC-3 (C47-DL),14.0,10.0,4.0,14.0,10.0,4.0,0.0,1948,Marzo,Lunes,COLOMBIA,1940,Sin escala
"Monte Cardo, Corsica, France",Indian National Airlines,Delhi - Rome - London,Vickers 604 Viking 1B,19.0,15.0,4.0,19.0,15.0,4.0,0.0,1948,Marzo,Sábado,FRANCE,1940,Con escala
"Near Berlin, Germany",British European Airways / Military - Soviet Air Force,London - Berlin,Vickers Viking 1B & Soviet YAK-3 fighter,14.0,10.0,4.0,14.0,10.0,4.0,0.0,1948,Abril,Lunes,GERMANY,1940,Sin escala
"Kano, Nigeria",Air France,Lagos - Kano - Algiers - Paris,Douglas DC-4,6.0,0.0,6.0,1.0,0.0,1.0,0.0,1948,Abril,Sábado,NIGERIA,1940,Con escala
"Shannon, Ireland",Pan American World Airways,Belgium - Shannon,Lockheed L-049-46 Constellation,31.0,21.0,10.0,30.0,20.0,10.0,0.0,1948,Abril,Jueves,IRELAND,1940,Sin escala
Territory of New Guinea,New Guinea Air Traders,Lae - Bulolo,Lockheed Hudson IIIA,37.0,33.0,4.0,37.0,33.0,4.0,0.0,1948,Abril,Domingo,TERRITORY OF NEW GUINEA,1940,Sin escala
Near Irkutsk Russia,Aeroflot,Kirensk - Badaybo,Lisnov Li-2,29.0,25.0,4.0,28.0,24.0,4.0,0.0,1948,Abril,Sábado,NEAR IRKUTSK RUSSIA,1940,Sin escala
"Mount Coron, France",Skyways of London,Croydon - Paris - Cannes,de Havilland Dove 1,4.0,2.0,2.0,4.0,2.0,2.0,0.0,1948,Mayo,Jueves,FRANCE,1940,Con escala
"Near Magazini, Belgian Congo (Zaire)",Sabena,Leopoldville - Libenga,Douglas DC-4-1009,32.0,25.0,7.0,31.0,24.0,7.0,0.0,1948,Mayo,Jueves,BELGIAN CONGO (ZAIRE),1940,Sin escala
"Vrede, South Africa",Mercury Aviation,Durban - Johannesburg - London,Douglas DC-3-455,13.0,8.0,5.0,13.0,8.0,5.0,0.0,1948,Mayo,Sábado,SOUTH AFRICA,1940,Con escala
"Columbus, Ohio",Slick Airways,"Newark, NJ - Chicago, IL",Curtiss C-46E,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1948,Mayo,Domingo,EEUU,1940,Sin escala
"Near Bovingdon, England",Air Transport Charter,Valence - Bovingdon,Douglas C-47A,4.0,0.0,4.0,3.0,0.0,3.0,0.0,1948,Mayo,Jueves,ENGLAND,1940,Sin escala
"Khabarovsk, Russia",Aeroflot,Petropavlovsk-Kamchatsky - Magadan,Douglas C-47,9.0,5.0,4.0,8.0,4.0,4.0,0.0,1948,Mayo,Sábado,RUSSIA,1940,Con escala
"Albacete, Spain",Alpha Airways,Albacete - Albacete,Handley Page Halifax C-8,4.0,0.0,4.0,4.0,0.0,4.0,1.0,1948,Mayo,Martes,SPAIN,1940,Sin escala
Isle of Man,Hargreaves Airways,"Birmingham, England - Isle of Man",de Havilland DH-89A Dragon Rapide,8.0,7.0,1.0,6.0,5.0,1.0,0.0,1948,Junio,Jueves,ISLE OF MAN,1940,Sin escala
"Mount Carmel, Pennsylvania",United Air Lines,Chicago - New York City,Douglas DC-6,43.0,39.0,4.0,43.0,39.0,4.0,0.0,1948,Junio,Jueves,EEUU,1940,Sin escala
"Over the Pearl River, China",Cathy Pacific,Macau - Hong Kong,PBY Catalina,26.0,23.0,3.0,25.0,22.0,3.0,0.0,1948,Junio,Jueves,CHINA,1940,Sin escala
"Maiquetia, Venezuela",Linea Aeropostal Venezolana,,Douglas DC-3,17.0,14.0,3.0,1.0,0.0,1.0,0.0,1948,Junio,Sábado,VENEZUELA,1940,Sin dato
"Keerbergen, Belgium",Avio Linee Italiane,Milano - Brussels,Fiat G.212CP,12.0,7.0,5.0,8.0,4.0,4.0,0.0,1948,Julio,Jueves,BELGIUM,1940,Sin escala
"Northolt, Middlesex, England",Scandinavian Airlines (SAS),Stockholm - Amsterdam - Northolt,Douglas DC-6 / RAF York,39.0,26.0,13.0,39.0,26.0,13.0,0.0,1948,Julio,Domingo,ENGLAND,1940,Con escala
"Djiring, French Indo-China",Aigle Azur,Saigon - Da Lat,Douglas DC-3,16.0,13.0,3.0,16.0,13.0,3.0,0.0,1948,Julio,Miércoles,FRENCH INDO-CHINA,1940,Sin escala
"Belem, Brazil",Aerovias Brasil,,Douglas C-47A,5.0,2.0,3.0,5.0,2.0,3.0,0.0,1948,Julio,Miércoles,BRAZIL,1940,Sin dato
Pacific Ocean between Hong Kong and Macao,Cathay Pacific Airways,Macau - Hong Kong,Consolidated OA-10 Catalina,26.0,23.0,3.0,25.0,22.0,3.0,0.0,1948,Julio,Viernes,PACIFIC OCEAN BETWEEN HONG KONG AND MACAO,1940,Sin escala
"Cap-des-Rosiers, Quebec, Canada",Rimouski Airlines,Port Meunier - Gaspé,Douglas DC-3,29.0,27.0,2.0,29.0,27.0,2.0,0.0,1948,Julio,Sábado,CANADA,1940,Sin escala
"Buenos Aires, Argentina",ALFA,Rosario - Bueno Aires,Short Sandringham 2 (flying boat),24.0,18.0,6.0,18.0,16.0,2.0,0.0,1948,Julio,Jueves,ARGENTINA,1940,Sin escala
"Tsingtao, China",Civil Air Transport,Qingdao - Jinan,Curtiss C-46D-20-CU,19.0,16.0,3.0,19.0,16.0,3.0,0.0,1948,Julio,Jueves,CHINA,1940,Sin escala
"Karachi, Pakistan",Onzeair,Chaklala – Mauripur,Avro 691 Lancastrian (flying boat),4.0,0.0,4.0,4.0,0.0,4.0,0.0,1948,Agosto,Domingo,PAKISTAN,1940,Sin escala
"1,200 miles off Dakar, Atlantic Ocean",Air France,Fort-de-France - Port-Etienne - Paris,Latecoere 631 (flying boat),52.0,40.0,12.0,52.0,40.0,12.0,0.0,1948,Agosto,Domingo,ATLANTIC OCEAN,1940,Con escala
"Port Underwood, New Zealand",New Zealand National Airways,Blenheim - Paraparaumu,Douglas C-47B,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1948,Agosto,Lunes,NEW ZEALAND,1940,Sin escala
"La Guaira, Venezuela",Avensa,Maiquetía - Las Piedras - Maracaibo,Douglas C-47A,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1948,Agosto,Viernes,VENEZUELA,1940,Con escala
"Near Winona, Minnesota",Northwest Orient Airlines,Chicago - Minneapolis,Martin 202,37.0,33.0,4.0,37.0,33.0,4.0,0.0,1948,Agosto,Domingo,EEUU,1940,Sin escala
"Near Elizabethville, Belgium Congo",Sabena,Manono - Elizabethville,Douglas DC-3 (Douglas C-47A-10-DK),13.0,10.0,3.0,13.0,10.0,3.0,0.0,1948,Agosto,Martes,BELGIUM CONGO,1940,Sin escala
